Plot,X,Y,Elevation,Temp_annual,Temp_jan,Temp_july,Precipitation,pH,C_N,Acer campestre
PLL027,362745,2235935,150,11.0,4.0,18.6,777,3.9,18,0
PLL028,367745,2235510,175,11.0,3.9,18.8,823,4.2,15,0
PLL029,367325,2235545,175,11.0,3.9,18.7,818,4.3,16,0
PLL030,372630,2235545,170,11.0,3.9,18.8,800,4.1,18,0
PLL031,372685,2235315,170,11.0,3.9,18.8,806,4.0,20,0
PLL032,372780,2235260,170,11.0,3.9,18.8,806,4.5,17,0
PLL033,372425,2234760,160,11.0,3.9,18.8,809,3.9,18,0
PLL034,372450,2234955,165,11.0,3.9,18.8,809,4.0,19,0
PLL035,383725,2262755,90,11.4,4.4,19.0,618,4.1,19,0
PLL036,384410,2262660,85,11.4,4.4,19.0,618,4.0,18,0
PLL037,384555,2262130,90,11.4,4.4,19.0,613,3.9,21,0
PLL038,384325,2262470,85,11.3,4.4,19.0,617,4.2,20,0
PLL039,379405,2262545,85,11.3,4.3,18.9,614,4.0,25,0
PLL040,381180,2260935,95,11.3,4.3,18.9,615,4.8,23,0
PLL041,398405,2237260,75,11.5,4.4,19.3,614,4.3,21,0
PLL042,381295,2261110,95,11.3,4.3,18.9,615,4.3,15,0
PLL043,398305,2237390,75,11.5,4.4,19.3,614,4.0,16,0
PLL044,385543,2264563,60,11.5,4.4,19.2,610,4.4,21,0
PLL045,398310,2237620,75,11.5,4.4,19.4,614,4.1,19,0
PLL046,377945,2292565,55,11.6,4.8,19.1,632,4.9,16,0
PLL047,397885,2238995,85,11.5,4.4,19.4,613,3.8,17,0
PLL048,378360,2292200,52,11.6,4.8,19.0,626,3.5,30,0
PLL049,365095,2232142,145,11.0,4.1,18.7,760,4.8,12,0
PLL050,390278,2300170,25,11.4,4.6,18.9,606,3.8,15,0
PLL051,349030,2260175,80,11.5,4.6,19.0,719,5.3,14,0
PLL052,349125,2261458,90,11.5,4.6,19.1,725,5.0,15,0
PLL053,349100,2261295,85,11.5,4.6,19.1,725,3.9,20,0
PLL054,348840,2261720,105,11.5,4.6,19.1,743,5.4,18,0
PLL055,370895,2303222,55,11.5,4.8,19.0,581,4.1,21,0
PLL056,378568,2299133,60,11.5,4.7,19.0,626,4.1,19,0
PLL057,378353,2299133,60,11.5,4.7,19.0,631,4.0,18,0
PLL058,347325,2255508,75,11.5,4.7,19.2,697,4.1,20,0
PLL059,400943,2286168,50,11.4,4.5,19.0,662,4.2,23,0
PLL060,424155,2288450,80,11.2,4.2,19.0,689,7.6,16,1
PLL061,400632,2286065,50,11.4,4.5,19.0,662,4.0,20,0
PLL062,413730,2285795,70,11.4,4.4,19.1,673,4.2,17,0
PLL063,400443,2285875,50,11.4,4.5,19.0,662,4.2,23,0
PLL064,413885,2285455,70,11.4,4.4,19.2,665,4.1,19,0
PLL065,400577,2285903,50,11.4,4.5,19.0,662,4.4,19,0
PLL066,415945,2286825,70,11.3,4.4,19.0,677,4.1,18,0
PLL067,400223,2285900,50,11.4,4.5,19.0,662,3.9,30,0
PLL068,424070,2288420,80,11.2,4.2,19.0,689,7.2,17,0
PLL069,399965,2285668,50,11.4,4.5,19.0,662,3.9,38,0
PLL070,423840,2289980,70,11.2,4.2,19.0,679,5.9,20,0
PLL071,400447,2285668,50,11.4,4.5,19.0,662,4.4,18,0
PLL072,423935,2288810,80,11.2,4.2,19.0,684,7.9,14,1
PLL073,403710,2285930,65,11.4,4.4,19.0,663,4.0,23,0
PLL074,422635,2289405,80,11.2,4.2,19.0,681,6.6,15,1
PLL075,403850,2286630,65,11.4,4.4,18.9,665,4.2,29,0
PLL076,412255,2274575,75,11.7,4.7,19.3,622,4.1,22,0
PLL077,412415,2274525,60,11.7,4.7,19.3,622,4.6,18,0
PLL078,412750,2274460,50,11.7,4.7,19.4,622,4.9,15,0
PLL079,413235,2274410,50,11.7,4.7,19.4,622,4.6,9,0
PLL080,414000,2274320,30,11.7,4.7,19.4,627,5.0,15,0
PLL081,419365,2269250,30,11.8,4.7,19.5,636,3.9,13,0
PLL082,425865,2286680,85,11.3,4.2,19.0,697,6.7,15,1
PLL083,425865,2286680,85,11.3,4.2,19.0,697,7.9,16,1
PLL084,405575,2297115,45,11.3,4.4,18.8,638,4.0,20,0
PLL085,336435,2307000,75,11.3,4.8,18.8,674,6.0,12,1
PLL086,337910,2300720,100,11.5,4.7,19.0,752,3.7,22,0
PLL087,370350,2273345,65,11.5,4.6,19.0,659,4.1,18,0
PLL088,430845,2270695,50,11.5,4.3,19.3,673,4.5,18,0
PLL089,394650,2294410,20,11.4,4.5,18.9,643,4.5,12,0
PLL090,423225,2278365,95,11.4,4.4,19.0,695,4.5,18,0
PLL091,394495,2294450,20,11.4,4.5,18.9,639,4.5,23,0
PLL092,439055,2285665,90,11.1,4.1,18.9,684,4.5,18,0
PLL093,394510,2294360,20,11.4,4.5,18.9,643,4.3,16,0
PLL094,423630,2272360,40,11.6,4.5,19.4,657,4.3,23,0
PLL095,395745,2293660,30,11.4,4.5,18.9,646,6.7,18,0
PLL096,438995,2285700,90,11.1,4.1,18.9,684,4.2,20,0
PLL097,395790,2293650,30,11.4,4.5,18.9,646,5.3,10,0
PLL098,389545,2278490,40,11.6,4.7,19.0,654,4.2,19,0
PLL099,395515,2293465,30,11.4,4.5,18.9,649,4.0,39,0
PLL100,418675,2360390,240,10.3,3.4,17.9,854,3.9,25,0
PLL101,395115,2293560,20,11.4,4.5,18.9,643,4.0,19,0
PLL102,418920,2359955,240,10.3,3.4,17.9,854,3.9,26,0
PLL103,395165,2293690,25,11.4,4.5,18.9,643,3.9,19,0
PLL104,421955,2361540,220,10.5,3.5,18.1,802,4.1,19,0
PLL105,394855,2294655,30,11.4,4.5,18.9,640,4.4,15,0
PLL106,421920,2361060,220,10.5,3.5,18.0,813,4.4,15,0
PLL107,394940,2294435,30,11.4,4.5,18.9,643,3.7,20,0
PLL108,419260,2361100,260,10.4,3.5,18.0,842,4.2,26,0
PLL109,416470,2359150,220,10.4,3.5,17.9,862,3.8,24,0
PLL110,415075,2360250,220,10.5,3.5,18.0,845,3.9,24,0
PLL111,414115,2359685,240,10.5,3.6,18.0,840,3.7,28,0
PLL112,412690,2357575,240,10.5,3.6,18.0,858,3.9,25,0
PLL113,413135,2357580,240,10.5,3.6,18.0,858,3.8,29,0
PLL114,409385,2356235,220,10.5,3.5,17.9,879,3.8,18,0
PLL115,409660,2355920,220,10.5,3.6,17.9,874,3.8,18,0
PLL116,408445,2358295,230,10.5,3.6,18.0,873,3.9,33,0
PLL117,409145,2355895,220,10.5,3.5,17.9,879,3.8,18,0
PLL118,450680,2309705,160,10.7,3.8,18.3,765,4.3,18,0
PLL119,450910,2309375,160,10.7,3.8,18.3,763,4.1,18,0
PLL120,451670,2309775,150,10.7,3.8,18.3,763,3.8,22,0
PLL121,449630,2308650,160,10.7,3.8,18.3,764,4.1,19,0
PLL122,449815,2306205,155,10.8,3.8,18.4,752,3.8,22,0
PLL123,341145,2287775,60,11.6,4.9,19.2,711,3.7,25,0
PLL124,354590,2292105,70,11.6,4.8,19.2,686,3.9,16,0
PLL125,348915,2307700,95,11.5,4.8,19.0,686,3.8,24,0
PLL126,347240,2309535,95,11.4,4.8,19.0,682,4.1,20,0
PLL127,401495,2257170,80,11.5,4.4,19.2,624,3.8,36,0
PLL128,401430,2257090,80,11.5,4.4,19.2,624,4.0,28,0
PLL129,401270,2257065,80,11.5,4.4,19.2,624,4.1,21,0
PLL130,401185,2256930,85,11.5,4.4,19.2,624,4.0,25,0
PLL131,401045,2256836,85,11.5,4.4,19.2,624,3.8,33,0
PLL132,401010,2256760,85,11.5,4.4,19.2,624,4.0,22,0
PLL133,402845,2258560,85,11.6,4.4,19.3,620,3.8,29,0
PLL134,402350,2258835,85,11.5,4.4,19.3,622,3.8,21,0
PLL135,402630,2259115,85,11.6,4.4,19.3,620,3.8,25,0
PLL136,468960,2342720,95,10.7,3.8,18.5,656,4.2,30,0
PLL137,468745,2342550,95,10.7,3.8,18.5,656,4.2,19,0
PLL138,470275,2341685,100,10.7,3.8,18.5,660,4.3,18,0
PLL139,470310,2343920,105,10.7,3.8,18.4,661,4.2,16,0
PLL140,479740,2345370,160,10.5,3.5,18.3,687,4.1,19,0
PLL141,486430,2328965,130,10.5,3.5,18.2,647,5.2,17,0
PLL142,486310,2328885,135,10.5,3.5,18.2,647,4.0,15,0
PLL143,486310,2328420,140,10.6,3.5,18.2,648,3.9,16,0
PLL144,479680,2345285,160,10.5,3.5,18.3,687,4.0,18,0
PLL145,472745,2337020,160,10.5,3.6,18.3,672,3.9,21,0
PLL146,466215,2362450,180,10.3,3.5,18.0,767,4.1,19,0
PLL147,478905,2359445,150,10.4,3.5,18.2,748,3.9,26,0
PLL148,466080,2363690,190,10.3,3.4,18.0,763,3.8,41,0
PLL149,478580,2360000,150,10.5,3.5,18.2,743,3.8,29,0
PLL150,461180,2343865,90,10.8,3.9,18.4,657,4.5,18,0
PLL151,478560,2360050,170,10.5,3.5,18.2,743,4.8,14,0
PLL152,453025,2339470,85,10.9,4.0,18.5,634,4.1,14,0
PLL153,478400,2360075,170,10.5,3.5,18.3,738,3.8,29,0
PLL154,452550,2339650,80,10.9,4.0,18.5,634,4.7,15,0
PLL155,478375,2360075,170,10.5,3.5,18.3,738,3.9,31,0
PLL156,452015,2332820,80,10.9,4.0,18.5,665,4.5,16,0
PLL157,461915,2344035,90,10.8,3.9,18.4,655,4.6,18,0
PLL158,472540,2339585,170,10.6,3.6,18.4,669,4.4,20,0
PLL159,473880,2331695,170,10.4,3.5,18.2,686,4.9,19,0
PLL160,457115,2319810,130,10.7,3.8,18.2,731,4.2,22,0
PLL161,475745,2330735,170,10.5,3.5,18.2,674,4.2,19,0
PLL162,428075,2326980,80,11.1,4.1,18.8,675,4.4,22,0
PLL163,429405,2319570,50,11.1,4.2,18.8,665,4.4,16,0
PLL164,425945,2313170,55,11.0,4.1,18.5,688,4.3,13,0
PLL165,419080,2319040,50,11.1,4.2,18.7,645,4.3,12,0
PLL166,416230,2316315,50,11.1,4.2,18.7,638,4.6,12,0
PLL167,411665,2318515,40,11.1,4.2,18.7,640,4.2,14,0
PLL168,411940,2318375,40,11.1,4.3,18.7,639,4.1,14,0
PLL169,411275,2319825,40,11.1,4.2,18.8,643,4.2,18,0
PLL170,409195,2319595,45,11.1,4.2,18.7,651,4.2,15,0
PLL171,404595,2323640,75,11.1,4.1,18.7,693,4.1,19,0
PLL172,398950,2313355,45,11.2,4.4,18.7,665,3.8,24,0
PLL173,404230,2311885,40,11.2,4.3,18.7,662,4.1,18,0
PLL174,439125,2313030,60,11.0,4.1,18.6,702,4.1,15,0
PLL175,427665,2336000,120,10.9,3.9,18.5,721,4.1,25,0
PLL176,413330,2340270,130,10.9,3.8,18.6,763,4.7,18,0
PLL178,428320,2297170,80,11.1,4.1,18.9,661,4.6,20,0
PLL179,426925,2294505,70,11.2,4.1,19.0,662,3.9,21,0
PLL180,436665,2300815,80,11.1,4.1,18.9,668,4.2,28,0
PLL181,439235,2313010,60,11.0,4.1,18.6,702,4.4,18,0
PLL182,411355,2392365,290,9.8,3.2,17.0,832,4.3,19,0
PLL183,410930,2392150,280,9.8,3.2,17.0,832,4.1,20,0
PLL184,411410,2392420,290,9.8,3.2,17.0,832,4.0,21,0
PLL185,408775,2393730,250,9.9,3.2,17.0,837,3.9,24,0
PLL186,409250,2393265,250,9.9,3.2,17.1,831,4.2,21,0
PLL187,407705,2394240,255,9.9,3.2,17.1,835,3.6,26,0
PLL188,409800,2379635,265,10.0,3.2,17.3,891,3.9,22,0
PLL189,408250,2379480,310,10.1,3.3,17.5,890,4.0,27,0
PLL190,403365,2346130,230,10.7,3.8,18.2,828,3.5,21,0
PLL191,403110,2346210,230,10.7,3.8,18.2,828,4.0,20,0
PLL192,403265,2346520,195,10.7,3.8,18.2,829,4.1,16,0
PLL193,403335,2345925,190,10.7,3.8,18.2,828,4.0,18,0
PLL194,417260,2386300,350,9.6,3.0,16.9,897,3.9,22,0
PLL195,367670,2317020,85,11.4,4.5,19.0,677,4.1,19,0
PLL196,368515,2315590,80,11.4,4.5,19.0,660,4.2,32,0
PLL197,342410,2315090,100,11.4,4.7,18.8,700,3.9,30,0
PLL198,342220,2315350,100,11.4,4.7,18.8,700,3.8,27,0
PLL199,340430,2326645,95,11.3,4.6,18.7,733,4.1,17,0
PLL200,346510,2325805,95,11.3,4.7,18.8,692,3.8,28,0
PLL201,448830,2304910,120,10.8,3.8,18.5,743,4.0,27,0
PLL202,465415,2301805,100,10.8,3.8,18.7,688,6.6,19,0
PLo01,897500,2432000,275,9.1,1.0,17.5,755,7.6,12,1
PLo02,900500,2432500,280,9.1,1.0,17.5,780,5.5,14,1
PLo03,854000,2358000,370,9.0,0.4,17.6,889,6.3,12,0
PLo04,913000,2374000,350,9.1,0.7,17.7,1009,6.1,19,1
PLo05,914000,2414000,260,9.2,1.0,17.6,739,5.6,14,1
PLo06,938000,2435000,370,9.1,0.4,17.6,872,7.0,13,1
PLo08,913000,2374000,350,9.1,0.7,17.7,1009,4.1,20,0
PLo09,938000,2435000,370,9.1,0.4,17.6,872,5.6,14,0
PLo10,900500,2432500,280,9.1,1.0,17.5,780,4.6,12,0
PLo11,938000,2435000,370,9.1,0.4,17.6,872,4.7,13,0
PLo12,938000,2435000,370,9.1,0.4,17.6,872,4.4,24,0
PLo13,896000,2385000,320,9.1,0.9,17.7,872,4.6,20,0
PLo14,897500,2432000,275,9.1,1.0,17.5,755,4.9,14,0
PLo15,938000,2435000,370,9.1,0.4,17.6,872,4.7,13,0
PLo16,938000,2435000,370,9.1,0.4,17.6,872,4.9,17,0
PLo17,896000,2385000,320,9.1,0.9,17.7,872,4.3,20,0
PLo18,896000,2385000,320,9.1,0.9,17.7,872,4.6,20,0
PLo19,896000,2385000,320,9.1,0.9,17.7,872,4.5,19,0
PLo20,896000,2385000,320,9.1,0.9,17.7,872,4.5,22,0
PLo21,917000,2436000,300,9.1,0.9,17.5,821,5.1,14,0
PLo22,850000,2345000,420,8.9,0.3,17.7,909,4.2,18,0
PLo23,903500,2421500,250,9.3,1.0,17.7,765,4.7,11,0
PLo24,903500,2421500,250,9.3,1.0,17.7,765,3.5,16,0
PLo25,855500,2358000,400,9.0,0.3,17.5,892,4.1,28,0
PLo27,917000,2436000,300,9.1,0.9,17.5,821,4.8,19,0
PLo28,850000,2345000,420,8.9,0.3,17.7,909,4.2,17,0
PlS01,826480,2274470,242,10.3,1.6,19.0,776,4.3,17,0
PlS02,809600,2236440,225,10.2,1.5,19.1,751,4.8,15,0
PlS03,869520,2283840,237,10.1,1.4,19.0,934,4.6,16,0
PlS04,850920,2276120,236,10.2,1.5,19.2,863,4.4,16,0
PlS05,786740,2196970,196,10.7,1.7,19.9,751,5.1,14,0
PlS06,810910,2238100,222,10.2,1.5,19.0,754,5.0,14,1
PlS07,822410,2278490,257,10.2,1.6,18.9,753,5.1,16,0
PlS08,874320,2288720,248,10.1,1.4,19.0,923,4.9,13,0
PlS12,787860,2189880,211,10.6,1.7,19.8,775,4.0,16,0
PlS13,846480,2268420,218,10.1,1.5,19.1,832,4.4,16,0
PlS15,846440,2272400,215,10.2,1.6,19.2,838,6.2,,1
PlS23,787920,2189700,211,10.6,1.7,19.8,775,4.3,19,0
PlS24,788060,2190100,212,10.6,1.7,19.8,775,4.7,18,0
PlS26,865480,2282470,253,10.1,1.4,18.9,935,4.2,14,0
PlS28,807830,2230370,212,10.4,1.6,19.4,739,4.4,15,0
PlS30,839170,2257820,198,10.3,1.6,19.3,811,4.1,12,0
PlS31,846400,2268620,209,10.2,1.5,19.1,834,4.2,10,0
PlS32,837520,2253520,192,10.3,1.6,19.4,836,4.7,12,1
PlS33,838450,2274950,200,10.3,1.6,19.2,830,6.3,11,1
PlS34,830630,2231980,190,10.6,1.9,19.8,875,4.1,12,0
PlS35,841780,2260990,191,10.3,1.6,19.3,795,4.4,12,0
PlS36,810730,2250480,205,10.3,1.5,19.4,734,7.7,,1
PlS37,863550,2279490,238,10.1,1.4,18.9,938,5.6,10,0
PlS39,842270,2272740,189,10.3,1.6,19.3,820,6.6,10,1
PlS40,838150,2263500,186,10.4,1.7,19.4,794,5.4,10,1
PlS41,838030,2268820,186,10.4,1.7,19.3,805,5.6,10,1
PlS47,846700,2269540,202,10.1,1.5,19.2,841,5.3,10,0
PlS48,865410,2281520,243,10.1,1.4,18.9,935,6.3,10,0
PlS50,862080,2277740,232,10.1,1.5,19.0,926,6.2,11,0
PlS53,857590,2285270,213,10.1,1.3,18.9,906,4.3,,0
PMo05,842233,2170471,495,9.4,1.1,18.0,1388,5.2,11,0
PMo06,842180,2170171,493,9.4,1.1,18.0,1388,5.6,11,0
PMo07,841960,2169945,475,9.4,1.1,18.0,1388,5.4,11,0
PMo08,842926,2169367,520,9.4,1.0,18.0,1408,6.8,12,0
PMo09,842954,2169244,515,9.4,1.0,18.0,1408,7.2,11,0
PMo10,843004,2169257,522,9.4,1.0,18.0,1408,7.0,13,1
PMo11,842447,2171133,506,9.3,1.0,18.0,1389,5.7,10,0
PMo12,842320,2172443,506,9.3,1.1,18.0,1385,5.9,14,1
PMo13,841160,2169757,397,9.4,1.1,18.0,1373,7.2,12,1
PMo14,842023,2172241,520,9.3,1.1,18.0,1385,7.8,12,0
PMo15,842023,2172241,520,9.3,1.1,18.0,1385,7.7,11,0
PMo16,841837,2173346,535,9.3,1.0,18.0,1379,5.5,11,0
PMo17,841805,2173375,528,9.3,1.0,18.0,1379,5.1,9,0
PMo22,842023,2172241,,9.3,1.1,18.0,1385,6.0,9,0
PMo23,842023,2172241,,9.3,1.1,18.0,1385,7.0,11,0
PMo24,842023,2172241,,9.3,1.1,18.0,1385,6.3,10,0
PMo25,842023,2172241,,9.3,1.1,18.0,1385,5.4,10,0
PMo26,842023,2172241,,9.3,1.1,18.0,1385,6.1,17,1
PMo27,841671,2172642,553,9.3,1.0,18.0,1379,4.9,19,0
PMo28,842216,2173052,503,9.3,1.0,18.0,1379,7.0,19,0
PMo31,842023,2172241,,9.3,1.1,18.0,1385,7.5,10,0
PMo32,842023,2172241,,9.3,1.1,18.0,1385,6.0,12,0
PMo33,842023,2172241,,9.3,1.1,18.0,1385,6.2,13,1
PMo34,842023,2172241,,9.3,1.1,18.0,1385,5.7,13,1
PMo35,842023,2172241,,9.3,1.1,18.0,1385,6.3,13,1
PMo39,842483,2169232,545,9.5,1.2,18.0,1389,5.2,16,0
PMo40,842023,2172241,,9.3,1.1,18.0,1385,7.4,17,1
PMo45,842428,2172899,532,9.3,1.0,18.0,1379,6.7,13,1
PMo47,841749,2173025,583,9.3,1.0,18.0,1379,5.4,12,0
PMo48,841864,2172597,521,9.3,1.0,18.0,1379,5.5,11,1
PMo49,841818,2173368,529,9.3,1.0,18.0,1379,5.6,11,0
PMo52,842023,2172241,,9.3,1.1,18.0,1385,7.1,11,0
PMo55,842023,2172241,,9.3,1.1,18.0,1385,6.1,11,0
PMo56,842023,2172241,,9.3,1.1,18.0,1385,7.0,11,0
PMo57,842023,2172241,,9.3,1.1,18.0,1385,5.8,9,0
PMo58,842023,2172241,,9.3,1.1,18.0,1385,6.0,11,1
PMo59,842023,2172241,,9.3,1.1,18.0,1385,5.5,11,1
PMo60,842198,2172897,499,9.3,1.0,18.0,1379,7.4,13,0
PMo61,842181,2172912,494,9.3,1.0,18.0,1379,7.6,9,0
PMo66,842023,2172241,,9.3,1.1,18.0,1385,6.1,13,0
PMo67,842023,2172241,,9.3,1.1,18.0,1385,5.9,13,0
PMo68,842023,2172241,,9.3,1.1,18.0,1385,7.7,9,1
PMo69,842324,2172490,507,9.3,1.1,18.0,1385,6.7,17,1
PMo70,842336,2172424,505,9.3,1.1,18.0,1385,5.8,11,0
PMo71,842162,2172530,501,9.3,1.0,18.0,1379,7.5,12,1
PMo72,842160,2172560,501,9.3,1.0,18.0,1379,7.1,15,1
PMo73,842136,2172458,515,9.3,1.1,18.0,1385,7.7,16,1
PMo74,842099,2172448,502,9.3,1.1,18.0,1385,7.3,15,0
PMo76,842023,2172241,,9.3,1.1,18.0,1385,7.4,10,1
POr02,481605,2363335,,10.4,3.4,18.2,746,5.5,5,0
POr05,485385,2402900,,9.7,2.7,17.3,746,4.9,3,0
POr11,462925,2377525,,10.1,3.3,17.8,813,7.8,9,1
POr14,458790,2402995,,9.9,2.9,17.3,809,6.0,9,1
POr19,481180,2363390,,10.4,3.4,18.2,738,5.7,6,0
POr21,464220,2377235,,10.2,3.3,17.8,810,4.4,9,0
POr22,453830,2409365,,9.5,2.7,16.8,853,4.8,5,0
POr29,477795,2393700,,10.0,2.9,17.6,786,4.5,11,0
POr30,470520,2378690,,10.1,3.1,17.8,843,4.1,9,0
POr31,481005,2363395,,10.4,3.4,18.2,738,4.4,9,0
POr32,487695,2392110,,9.8,2.8,17.5,749,4.0,19,0
POr33,458720,2377475,,10.4,3.5,17.9,769,4.0,12,0
POr34,467175,2410370,,9.6,2.7,17.1,845,4.3,23,0
POr35,483190,2385905,,10.1,2.9,17.8,757,4.0,19,0
POr36,484797,2402860,,9.7,2.7,17.3,746,4.7,9,0
POr37,470940,2378975,,10.1,3.1,17.8,843,3.7,64,0
POr38,489030,2395110,,9.6,2.7,17.3,756,3.9,12,0
POr39,477485,2403625,,9.6,2.7,17.2,808,4.5,6,0
POr40,490630,2384405,,10.2,3.0,17.9,727,3.6,13,0
POr41,462940,2379815,,10.1,3.3,17.8,823,4.0,20,0
POr42,476770,2392560,,10.0,3.0,17.7,780,4.0,22,0
POr43,468935,2379490,,10.1,3.1,17.8,837,3.8,11,0
POr44,463710,2412360,,9.6,2.6,17.0,875,4.1,20,0
POr45,482745,2386390,,10.1,2.9,17.8,757,3.5,11,0
POr47,476150,2390195,,10.1,3.0,17.9,787,4.0,10,0
POr48,463390,2379270,,10.1,3.3,17.8,818,4.4,5,0
PPD01,878600,2243150,430,9.5,1.0,18.1,1267,6.4,11,0
PPD02,881720,2241150,515,9.4,0.9,18.0,1287,6.2,17,1
PPD03,886450,2251200,425,9.5,1.0,18.1,1243,6.8,15,1
PPD04,901300,2261300,455,9.1,0.6,18.0,1193,6.0,15,1
PPD05,888300,2254070,440,9.4,0.9,18.2,1220,5.9,14,0
PPD06,889480,2256620,415,9.4,0.9,18.0,1213,4.7,16,0
PPD07,882450,2241150,480,9.4,0.9,18.0,1287,6.3,16,0
PPD08,885200,2252250,390,9.5,1.0,18.2,1228,5.6,13,0
PPD09,883300,2250900,410,9.6,1.0,18.3,1233,4.1,15,0
PPD10,882250,2240270,420,9.5,0.9,18.2,1278,7.2,15,1
PPD11,914300,2266500,425,8.9,0.2,17.9,1213,7.6,12,1
PPD12,882250,2240350,440,9.5,0.9,18.2,1278,7.7,13,1
PPD13,887000,2236400,560,9.1,0.7,17.7,1329,7.8,12,1
PPD14,875500,2231100,450,9.6,1.0,18.5,1275,6.6,16,1
PPD15,912400,2258550,620,8.2,-0.2,17.0,1303,6.6,15,1
PPD16,891250,2243450,450,9.3,0.8,17.9,1268,7.6,16,0
PPD17,878530,2243200,430,9.5,1.0,18.1,1267,7.1,13,0
PPD18,924500,2263000,590,8.1,-0.4,17.0,1280,7.4,14,0
PPD19,899350,2261200,390,9.2,0.7,18.0,1181,6.6,13,1
PPD20,878300,2243120,430,9.6,1.0,18.3,1248,4.8,13,0
PPD21,883550,2250950,400,9.5,1.0,18.3,1236,5.0,12,0
PPD22,899320,2261250,390,9.2,0.7,18.0,1181,7.8,13,1
PPD23,931070,2261400,655,8.5,-0.2,17.4,1193,7.4,13,0
PPD24,914500,2256500,750,7.9,-0.4,16.6,1338,7.7,14,1
PPD25,878600,2243150,430,9.5,1.0,18.1,1267,6.4,11,0
PPD26,923350,2262120,650,8.1,-0.4,16.9,1296,6.1,15,1
PPD27,897180,2242880,605,8.5,0.2,17.1,1341,7.4,15,1
PPD28,892170,2250200,580,8.9,0.5,17.4,1301,5.8,16,1
PPD29,891650,2241800,605,9.2,0.7,17.9,1268,6.4,14,0
PPD30,897180,2243900,605,8.5,0.2,17.1,1328,5.3,11,1
PPD31,911500,2261950,590,8.5,0.0,17.3,1263,4.3,,0
PPD32,900650,2254050,600,8.5,0.2,17.0,1305,4.6,16,0
PPD33,913000,2263150,600,8.5,0.0,17.3,1263,4.2,20,0
PPD34,882250,2240270,420,9.5,0.9,18.2,1278,7.2,15,1
PPD35,914300,2266500,425,8.9,0.2,17.9,1213,7.6,12,1
PPD36,930300,2261020,630,8.4,-0.3,17.3,1220,7.8,18,1
PPD37,886350,2237170,470,9.3,0.8,17.9,1310,7.7,14,0
PPD38,882250,2240350,440,9.5,0.9,18.2,1278,7.7,13,1
PPD39,887000,2236400,560,9.1,0.7,17.7,1329,7.8,12,1
PPD40,875500,2231100,450,9.6,1.0,18.5,1275,6.6,16,1
PPD41,912400,2258550,620,8.2,-0.2,17.0,1303,6.6,15,1
PPD42,891250,2243450,450,9.3,0.8,17.9,1268,7.6,16,0
PPD43,915970,2260520,700,8.0,-0.4,16.7,1333,7.5,12,1
PPD44,911050,2250580,750,7.8,-0.5,16.4,1345,5.2,17,0
PPD45,878530,2243200,430,9.5,1.0,18.1,1267,7.1,13,0
PPD46,924500,2263000,590,8.1,-0.4,17.0,1280,7.4,14,0
PPD47,899350,2261200,390,9.2,0.7,18.0,1181,6.6,13,1
PPD48,878300,2243120,430,9.6,1.0,18.3,1248,4.8,13,0
PPD49,914620,2256150,745,7.8,-0.4,16.5,1342,4.7,20,0
PPD50,899320,2261250,390,9.2,0.7,18.0,1181,7.8,13,1
PPy01,534990,1780210,520,11.4,4.3,19.5,1008,3.6,0,0
PPy02,441010,1787000,530,10.7,4.2,18.0,1043,7.7,0,0
PPy03,421950,1794970,410,10.8,4.2,17.9,1097,7.8,0,1
PPy04,432620,1784260,420,10.3,3.8,17.2,973,7.9,0,1
PPy05,479360,1794830,400,11.9,4.8,19.9,845,7.0,0,0
PPy06,553620,1768460,610,10.8,4.1,18.8,993,5.7,0,1
PPy07,441840,1787000,550,10.8,4.3,18.1,1041,5.0,0,0
PPy08,485400,1796040,330,12.0,4.9,20.1,837,7.1,13,1
PPy09,534990,1780460,460,11.4,4.3,19.5,1008,4.8,0,0
PPy10,423780,1788780,520,9.9,3.5,16.8,1099,5.8,0,0
PPy11,571180,1767900,505,11.0,4.4,19.2,972,7.0,0,1
PPy12,422020,1794750,450,10.8,4.2,17.9,1097,6.6,0,1
PPy13,435740,1785150,540,10.5,4.0,17.5,987,4.3,0,0
PPy14,423900,1786060,715,9.1,2.7,15.9,1115,4.4,0,0
PPy15,506760,1779290,460,11.6,4.8,19.3,1075,6.6,0,0
PPy16,414800,1798380,450,11.3,4.6,18.8,1105,5.0,14,0
PPy17,554280,1768810,690,10.9,4.1,19.0,986,6.4,,0
PPy18,474210,1783680,496,12.0,5.3,19.7,923,5.4,0,0
PPy19,479400,1794730,410,11.9,4.8,19.9,845,5.4,0,0
PPy20,506660,1779150,480,11.6,4.8,19.3,1075,5.6,0,0
PPy21,486250,1791340,390,12.2,5.2,20.1,841,5.6,,1
PPy22,486230,1795640,435,12.1,5.0,20.2,834,6.5,0,0
PPy23,534800,1779550,500,11.4,4.3,19.5,1008,7.7,0,0
PPy24,471770,1782930,460,12.1,5.3,19.7,941,7.0,0,1
PPy25,506680,1779370,480,11.6,4.8,19.3,1075,6.7,0,1
PPy26,487100,1790450,350,12.1,5.2,20.0,852,5.9,,1
PPy27,484690,1795640,414,12.0,4.9,20.1,837,7.8,12,1
PPy28,540340,1774390,450,11.6,4.5,19.7,946,7.6,0,0
PPy29,435720,1784840,600,10.5,4.0,17.5,987,4.5,0,0
PPy30,402220,1793900,545,12.1,5.2,19.5,1329,4.3,12,0
